File Path,crossbeam_channel,std::sync::mpsc
20_rust\bat\tests\syntax-tests\highlighted\Rust\output.rs,False,False
20_rust\bat\tests\syntax-tests\source\Rust\output.rs,False,False
20_rust\bat\tests\tester\mod.rs,False,False
20_rust\bat\tests\utils\command.rs,False,False
20_rust\bat\tests\utils\mocked_pagers.rs,False,False
20_rust\bat\tests\utils\mod.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\benches.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\change_detection.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\empty_archetypes.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\components\add_remove.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\components\add_remove_big_sparse_set.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\components\add_remove_big_table.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\components\add_remove_sparse_set.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\components\add_remove_table.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\components\archetype_updates.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\components\insert_simple.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\components\insert_simple_unbatched.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\components\mod.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\events\iter.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\events\mod.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\events\send.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\heavy_compute.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_frag.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_frag_foreach.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_frag_foreach_sparse.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_frag_foreach_wide.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_frag_foreach_wide_sparse.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_frag_sparse.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_frag_wide.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_frag_wide_sparse.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_simple.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_simple_foreach.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_simple_foreach_sparse_set.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_simple_foreach_wide.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_simple_foreach_wide_sparse_set.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_simple_sparse_set.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_simple_system.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_simple_wide.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\iter_simple_wide_sparse_set.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\iteration\mod.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\scheduling\mod.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\scheduling\running_systems.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\scheduling\run_condition.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\scheduling\schedule.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\world\commands.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\world\mod.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\world\spawn.rs,False,False
20_rust\bevy\benches\benches\bevy_ecs\world\world_get.rs,False,False
20_rust\bevy\benches\benches\bevy_math\bezier.rs,False,False
20_rust\bevy\benches\benches\bevy_reflect\list.rs,False,False
20_rust\bevy\benches\benches\bevy_reflect\map.rs,False,False
20_rust\bevy\benches\benches\bevy_reflect\struct.rs,False,False
20_rust\bevy\benches\benches\bevy_tasks\iter.rs,False,False
20_rust\bevy\crates\bevy_a11y\src\lib.rs,False,False
20_rust\bevy\crates\bevy_animation\src\lib.rs,False,False
20_rust\bevy\crates\bevy_app\src\app.rs,False,False
20_rust\bevy\crates\bevy_app\src\ci_testing.rs,False,False
20_rust\bevy\crates\bevy_app\src\lib.rs,False,False
20_rust\bevy\crates\bevy_app\src\main_schedule.rs,False,False
20_rust\bevy\crates\bevy_app\src\plugin.rs,False,False
20_rust\bevy\crates\bevy_app\src\plugin_group.rs,False,False
20_rust\bevy\crates\bevy_app\src\schedule_runner.rs,False,False
20_rust\bevy\crates\bevy_asset\src\assets.rs,True,False
20_rust\bevy\crates\bevy_asset\src\asset_server.rs,True,False
20_rust\bevy\crates\bevy_asset\src\debug_asset_server.rs,False,False
20_rust\bevy\crates\bevy_asset\src\filesystem_watcher.rs,True,False
20_rust\bevy\crates\bevy_asset\src\handle.rs,True,False
20_rust\bevy\crates\bevy_asset\src\info.rs,False,False
20_rust\bevy\crates\bevy_asset\src\lib.rs,False,False
20_rust\bevy\crates\bevy_asset\src\loader.rs,True,False
20_rust\bevy\crates\bevy_asset\src\path.rs,False,False
20_rust\bevy\crates\bevy_asset\src\reflect.rs,False,False
20_rust\bevy\crates\bevy_asset\src\diagnostic\asset_count_diagnostics_plugin.rs,False,False
20_rust\bevy\crates\bevy_asset\src\diagnostic\mod.rs,False,False
20_rust\bevy\crates\bevy_asset\src\io\android_asset_io.rs,False,False
20_rust\bevy\crates\bevy_asset\src\io\file_asset_io.rs,True,False
20_rust\bevy\crates\bevy_asset\src\io\metadata.rs,False,False
20_rust\bevy\crates\bevy_asset\src\io\mod.rs,False,False
20_rust\bevy\crates\bevy_asset\src\io\wasm_asset_io.rs,False,False
20_rust\bevy\crates\bevy_audio\src\audio.rs,False,False
20_rust\bevy\crates\bevy_audio\src\audio_output.rs,False,False
20_rust\bevy\crates\bevy_audio\src\audio_source.rs,False,False
20_rust\bevy\crates\bevy_audio\src\lib.rs,False,False
20_rust\bevy\crates\bevy_audio\src\sinks.rs,False,False
20_rust\bevy\crates\bevy_core\src\lib.rs,True,False
20_rust\bevy\crates\bevy_core\src\name.rs,False,False
20_rust\bevy\crates\bevy_core\src\serde.rs,False,False
20_rust\bevy\crates\bevy_core\src\task_pool_options.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\clear_color.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\lib.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\msaa_writeback.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\blit\mod.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\bloom\downsampling_pipeline.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\bloom\mod.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\bloom\settings.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\bloom\upsampling_pipeline.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\contrast_adaptive_sharpening\mod.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\contrast_adaptive_sharpening\node.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\core_2d\camera_2d.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\core_2d\main_pass_2d_node.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\core_2d\mod.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\core_3d\camera_3d.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\core_3d\main_opaque_pass_3d_node.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\core_3d\main_transparent_pass_3d_node.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\core_3d\mod.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\fullscreen_vertex_shader\mod.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\fxaa\mod.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\fxaa\node.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\prepass\mod.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\prepass\node.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\skybox\mod.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\taa\mod.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\tonemapping\mod.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\tonemapping\node.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\upscaling\mod.rs,False,False
20_rust\bevy\crates\bevy_core_pipeline\src\upscaling\node.rs,False,False
20_rust\bevy\crates\bevy_derive\src\app_plugin.rs,False,False
20_rust\bevy\crates\bevy_derive\src\bevy_main.rs,False,False
20_rust\bevy\crates\bevy_derive\src\derefs.rs,False,False
20_rust\bevy\crates\bevy_derive\src\enum_variant_meta.rs,False,False
20_rust\bevy\crates\bevy_derive\src\lib.rs,False,False
20_rust\bevy\crates\bevy_diagnostic\src\diagnostic.rs,False,False
20_rust\bevy\crates\bevy_diagnostic\src\entity_count_diagnostics_plugin.rs,False,False
20_rust\bevy\crates\bevy_diagnostic\src\frame_time_diagnostics_plugin.rs,False,False
20_rust\bevy\crates\bevy_diagnostic\src\lib.rs,False,False
20_rust\bevy\crates\bevy_diagnostic\src\log_diagnostics_plugin.rs,False,False
20_rust\bevy\crates\bevy_diagnostic\src\system_information_diagnostics_plugin.rs,False,False
20_rust\bevy\crates\bevy_dylib\src\lib.rs,False,False
20_rust\bevy\crates\bevy_dynamic_plugin\src\lib.rs,False,False
20_rust\bevy\crates\bevy_dynamic_plugin\src\loader.rs,False,False
20_rust\bevy\crates\bevy_ecs\examples\change_detection.rs,False,False
20_rust\bevy\crates\bevy_ecs\examples\events.rs,False,False
20_rust\bevy\crates\bevy_ecs\examples\resources.rs,False,False
20_rust\bevy\crates\bevy_ecs\macros\src\component.rs,False,False
20_rust\bevy\crates\bevy_ecs\macros\src\fetch.rs,False,False
20_rust\bevy\crates\bevy_ecs\macros\src\lib.rs,False,False
20_rust\bevy\crates\bevy_ecs\macros\src\set.rs,False,False
20_rust\bevy\crates\bevy_ecs\macros\src\states.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\archetype.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\bundle.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\change_detection.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\component.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\event.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\lib.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\removal_detection.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\entity\map_entities.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\entity\mod.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\query\access.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\query\fetch.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\query\filter.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\query\iter.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\query\mod.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\query\par_iter.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\query\state.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\reflect\component.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\reflect\map_entities.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\reflect\mod.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\reflect\resource.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\schedule\condition.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\schedule\config.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\schedule\graph_utils.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\schedule\mod.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\schedule\schedule.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\schedule\set.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\schedule\state.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\schedule\executor\mod.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\schedule\executor\multi_threaded.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\schedule\executor\simple.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\schedule\executor\single_threaded.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\storage\blob_vec.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\storage\mod.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\storage\resource.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\storage\sparse_set.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\storage\table.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\system\combinator.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\system\exclusive_function_system.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\system\exclusive_system_param.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\system\function_system.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\system\mod.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\system\query.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\system\system.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\system\system_param.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\system\commands\command_queue.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\system\commands\mod.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\system\commands\parallel_scope.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\world\entity_ref.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\world\error.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\world\identifier.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\world\mod.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\world\spawn_batch.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\world\unsafe_world_cell.rs,False,False
20_rust\bevy\crates\bevy_ecs\src\world\world_cell.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\src\lib.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\entity_ref_mut_lifetime_safety.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\query_exact_sized_iterator_safety.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\query_iter_combinations_mut_iterator_safety.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\query_iter_many_mut_iterator_safety.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\query_lifetime_safety.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\query_to_readonly.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\system_param_derive_readonly.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\system_query_get_lifetime_safety.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\system_query_get_many_lifetime_safety.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\system_query_get_many_mut_lifetime_safety.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\system_query_iter_lifetime_safety.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\system_query_iter_many_mut_lifetime_safety.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\system_query_set_get_lifetime_safety.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\system_query_set_iter_lifetime_safety.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\system_state_get_lifetime_safety.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\system_state_iter_lifetime_safety.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\system_state_iter_mut_overlap_safety.rs,False,False
20_rust\bevy\crates\bevy_ecs_compile_fail_tests\tests\ui\world_query_derive.rs,False,False
20_rust\bevy\crates\bevy_encase_derive\src\lib.rs,False,False
20_rust\bevy\crates\bevy_gilrs\src\converter.rs,False,False
20_rust\bevy\crates\bevy_gilrs\src\gilrs_system.rs,False,False
20_rust\bevy\crates\bevy_gilrs\src\lib.rs,False,False
20_rust\bevy\crates\bevy_gilrs\src\rumble.rs,False,False
20_rust\bevy\crates\bevy_gizmos\src\gizmos.rs,False,False
20_rust\bevy\crates\bevy_gizmos\src\lib.rs,False,False
20_rust\bevy\crates\bevy_gizmos\src\pipeline_2d.rs,False,False
20_rust\bevy\crates\bevy_gizmos\src\pipeline_3d.rs,False,False
20_rust\bevy\crates\bevy_gltf\src\lib.rs,False,False
20_rust\bevy\crates\bevy_gltf\src\loader.rs,False,False
20_rust\bevy\crates\bevy_gltf\src\vertex_attributes.rs,False,False
20_rust\bevy\crates\bevy_hierarchy\src\child_builder.rs,False,False
20_rust\bevy\crates\bevy_hierarchy\src\events.rs,False,False
20_rust\bevy\crates\bevy_hierarchy\src\hierarchy.rs,False,False
20_rust\bevy\crates\bevy_hierarchy\src\lib.rs,False,False
20_rust\bevy\crates\bevy_hierarchy\src\query_extension.rs,False,False
20_rust\bevy\crates\bevy_hierarchy\src\valid_parent_check_plugin.rs,False,False
20_rust\bevy\crates\bevy_hierarchy\src\components\children.rs,False,False
20_rust\bevy\crates\bevy_hierarchy\src\components\mod.rs,False,False
20_rust\bevy\crates\bevy_hierarchy\src\components\parent.rs,False,False
20_rust\bevy\crates\bevy_input\src\axis.rs,False,False
20_rust\bevy\crates\bevy_input\src\common_conditions.rs,False,False
20_rust\bevy\crates\bevy_input\src\gamepad.rs,False,False
20_rust\bevy\crates\bevy_input\src\input.rs,False,False
20_rust\bevy\crates\bevy_input\src\keyboard.rs,False,False
20_rust\bevy\crates\bevy_input\src\lib.rs,False,False
20_rust\bevy\crates\bevy_input\src\mouse.rs,False,False
20_rust\bevy\crates\bevy_input\src\touch.rs,False,False
20_rust\bevy\crates\bevy_input\src\touchpad.rs,False,False
20_rust\bevy\crates\bevy_internal\src\default_plugins.rs,False,False
20_rust\bevy\crates\bevy_internal\src\lib.rs,False,False
20_rust\bevy\crates\bevy_internal\src\prelude.rs,False,False
20_rust\bevy\crates\bevy_log\src\android_tracing.rs,False,False
20_rust\bevy\crates\bevy_log\src\lib.rs,False,False
20_rust\bevy\crates\bevy_macros_compile_fail_tests\src\lib.rs,False,False
20_rust\bevy\crates\bevy_macros_compile_fail_tests\tests\deref_derive.rs,False,False
20_rust\bevy\crates\bevy_macros_compile_fail_tests\tests\deref_mut_derive.rs,False,False
20_rust\bevy\crates\bevy_macros_compile_fail_tests\tests\deref_derive\invalid_attribute.fail.rs,False,False
20_rust\bevy\crates\bevy_macros_compile_fail_tests\tests\deref_derive\invalid_item.fail.rs,False,False
20_rust\bevy\crates\bevy_macros_compile_fail_tests\tests\deref_derive\missing_attribute.fail.rs,False,False
20_rust\bevy\crates\bevy_macros_compile_fail_tests\tests\deref_derive\multiple_attributes.fail.rs,False,False
20_rust\bevy\crates\bevy_macros_compile_fail_tests\tests\deref_derive\multiple_fields.pass.rs,False,False
20_rust\bevy\crates\bevy_macros_compile_fail_tests\tests\deref_derive\single_field.pass.rs,False,False
20_rust\bevy\crates\bevy_macros_compile_fail_tests\tests\deref_mut_derive\invalid_attribute.fail.rs,False,False
20_rust\bevy\crates\bevy_macros_compile_fail_tests\tests\deref_mut_derive\invalid_item.fail.rs,False,False
20_rust\bevy\crates\bevy_macros_compile_fail_tests\tests\deref_mut_derive\mismatched_target_type.fail.rs,False,False
20_rust\bevy\crates\bevy_macros_compile_fail_tests\tests\deref_mut_derive\missing_attribute.fail.rs,False,False
